Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
22.2,87.9,80.74741816488832,23,145,206,5.6,66.0,Red,Zaid,Mumbai,Grapes
26.8,67.2,54.447349265374825,69,42,38,5.8,165.6,Red,Kharif,Nashik,Jute
26.7,89.4,80.35998645631787,116,15,52,6.8,58.9,Clay,Zaid,Kolkata,Watermelon
16.6,32.4,26.125820959587152,40,50,11,6.0,91.5,Clay,Kharif,Bangalore,Kidneybeans
25.5,66.6,56.26413513000033,18,82,14,6.4,54.5,Red,Kharif,Kolkata,Lentil
27.3,58.4,46.35229634911191,94,32,30,5.9,182.3,Clay,Zaid,Nagpur,Coffee
22.5,85.0,77.85150436185016,67,30,46,6.9,214.1,Black,Kharif,Hyderabad,Rice
25.2,65.3,53.42020804064438,95,60,11,6.1,69.3,Loamy,Kharif,Nagpur,Cotton
11.8,90.7,82.38371731659105,27,131,208,6.7,96.3,Black,Zaid,Pune,Apple
27.0,52.2,45.2448875321988,128,58,20,5.8,57.1,Loamy,Kharif,Bangalore,Cotton
11.3,94.2,85.6077257469373,28,12,5,6.9,121.5,Red,Kharif,Mumbai,Orange
30.4,50.0,39.583136552628034,27,84,16,4.5,87.3,Clay,Kharif,Bangalore,Pigeonpeas
25.7,73.8,67.35152020165648,123,75,40,5.8,95.6,Clay,Zaid,Bangalore,Banana
20.7,28.0,13.1694882297727,15,58,14,6.2,125.8,Red,Kharif,Ahmedabad,Kidneybeans
30.7,87.7,78.1165714419466,31,6,15,6.6,124.7,Clay,Kharif,Nashik,Orange
26.0,97.9,84.54041101617608,85,25,55,5.6,22.9,Clay,Zaid,Nagpur,Muskmelon
25.3,85.5,76.16452970190599,123,95,58,5.6,93.0,Black,Kharif,Nashik,Banana
26.0,96.7,90.0,105,9,47,6.9,43.3,Red,Zaid,Mumbai,Watermelon
14.0,97.4,87.58567975438214,35,116,208,6.7,96.8,Black,Rabi,Kolkata,Apple
21.0,80.0,71.6384183081278,83,50,32,7.1,192.6,Black,Kharif,Delhi,Rice
31.8,59.6,54.58990100436602,47,83,26,7.7,62.2,Loamy,Zaid,Delhi,Blackgram
28.8,60.4,53.9271741969142,29,43,10,5.9,30.2,Loamy,Zaid,Kolkata,Mothbeans
19.4,61.2,56.046745728588824,17,80,14,5.5,31.2,Red,Rabi,Nashik,Lentil
17.8,25.8,14.446118418193343,24,83,12,6.1,122.6,Loamy,Zaid,Mumbai,Kidneybeans
33.4,45.0,33.960683884261115,34,15,25,5.9,101.0,Loamy,Kharif,Pune,Mango
14.0,93.2,87.54944400508461,16,5,15,7.4,120.6,Loamy,Zaid,Ahmedabad,Orange
30.0,52.3,38.00277272934762,37,51,12,5.5,97.1,Black,Kharif,Mumbai,Pigeonpeas
25.5,52.0,46.913898215603,88,64,11,7.1,63.1,Loamy,Kharif,Nagpur,Maize
15.5,21.4,10.0,17,74,14,5.6,64.4,Red,Rabi,Nagpur,Kidneybeans
29.0,64.6,52.22912584255025,32,56,28,6.0,55.4,Red,Zaid,Ahmedabad,Mungbean
29.9,67.9,57.87897460200548,24,44,27,6.1,56.2,Black,Zaid,Chennai,Mungbean
27.2,57.0,44.94574469364461,104,32,23,6.6,188.4,Black,Kharif,Nagpur,Coffee
21.8,92.8,86.02299872868191,22,32,36,5.7,111.9,Red,Zaid,Kolkata,Pomegranate
14.1,19.5,10.0,34,80,15,5.5,143.6,Loamy,Kharif,Nagpur,Kidneybeans
23.2,94.5,80.2612507193653,103,23,44,7.2,63.5,Red,Zaid,Pune,Watermelon
27.1,95.5,85.98060101263144,44,69,54,6.5,152.5,Loamy,Rabi,Delhi,Papaya
27.0,84.0,77.78099986908487,120,77,47,5.7,117.4,Black,Rabi,Ahmedabad,Banana
29.7,51.6,41.49382151328782,19,50,26,6.4,141.7,Clay,Kharif,Bangalore,Pigeonpeas
28.7,58.0,44.45005064327893,33,51,23,5.9,52.2,Black,Zaid,Ahmedabad,Lentil
17.3,59.5,53.24658188391549,25,82,16,5.7,40.8,Black,Kharif,Kolkata,Lentil
23.6,89.7,77.68573239957024,41,20,13,7.5,98.4,Loamy,Kharif,Delhi,Orange
25.4,94.3,86.22167479658677,63,61,50,6.1,201.0,Loamy,Kharif,Hyderabad,Papaya
18.9,73.0,65.0660985672158,94,62,15,6.9,97.8,Red,Kharif,Chennai,Maize
23.7,85.5,70.57960654968717,34,140,207,6.1,65.6,Red,Rabi,Ahmedabad,Grapes
25.8,89.7,78.17840250081701,122,33,42,6.2,42.1,Loamy,Zaid,Pune,Watermelon
19.3,71.6,60.15928101628576,28,83,82,5.9,56.5,Black,Rabi,Nashik,Chickpea
27.7,83.0,72.23827438354833,38,128,191,6.0,58.8,Red,Rabi,Nashik,Grapes
28.3,79.4,67.70486767046788,116,98,49,6.4,101.3,Clay,Rabi,Mumbai,Banana
26.3,96.4,86.6531075902987,16,11,25,6.1,206.4,Loamy,Kharif,Pune,Coconut
21.0,56.0,44.55898059773229,44,71,83,5.7,55.4,Red,Rabi,Ahmedabad,Chickpea
27.1,92.7,78.69030596156314,94,16,41,6.4,53.2,Red,Zaid,Ahmedabad,Watermelon
23.6,84.3,74.65050562939331,85,64,36,7.0,140.0,Clay,Kharif,Hyderabad,Jute
25.8,53.1,43.39513998533732,95,53,19,5.9,65.5,Black,Kharif,Pune,Cotton
25.1,27.6,21.58165188469862,31,74,17,5.5,105.6,Clay,Zaid,Chennai,Kidneybeans
